 Linear2
10 "[0.9695, 0.9727, 0.9569, 0.9658, 0.9627, 0.9704, 0.9651, 0.9683, 0.9524, 0.9589, 0.9709, 0.9747, 0.9658, 0.9641, 0.9651, 0.9731, 0.9582, 0.9735, 0.9677, 0.9728]"
20 "[0.9723, 0.9709, 0.9755, 0.9701, 0.9722, 0.9688, 0.9722, 0.9723, 0.9732, 0.9734, 0.964, 0.974, 0.9766, 0.976, 0.9724, 0.9746, 0.9728, 0.9731, 0.9755, 0.9758]"
40 "[0.977, 0.9777, 0.9788, 0.9796, 0.9785, 0.9784, 0.9794, 0.9755, 0.9793, 0.9798, 0.9791, 0.9794, 0.9809, 0.9787, 0.9774, 0.9767, 0.9803, 0.9802, 0.9797, 0.9799]"
80 "[0.9808, 0.9801, 0.9796, 0.9805, 0.9785, 0.981, 0.9795, 0.9818, 0.9752, 0.9785, 0.9803, 0.9799, 0.9801, 0.9827, 0.978, 0.9813, 0.9794, 0.9819, 0.9816, 0.9798]"
160 "[0.9803, 0.9825, 0.9808, 0.9821, 0.9821, 0.9811, 0.9824, 0.9809, 0.9804, 0.981, 0.9809, 0.9816, 0.981, 0.9815, 0.982, 0.9811, 0.9796, 0.9819, 0.9794, 0.9824]"
320 "[0.9813, 0.9817, 0.9812, 0.9818, 0.9793, 0.9807, 0.9821, 0.9826, 0.9798, 0.9823, 0.9825, 0.9811, 0.9816, 0.9821, 0.9826, 0.9826, 0.9831, 0.9836, 0.9786, 0.9804]"
640 "[0.9805, 0.9804, 0.9824, 0.9795, 0.9807, 0.9802, 0.9823, 0.9798, 0.9822, 0.9782, 0.9825, 0.9817, 0.9802, 0.98, 0.9811, 0.9819, 0.9831, 0.9815, 0.9822, 0.982]"
1280 "[0.9833, 0.9821, 0.9822, 0.9817, 0.9808, 0.9836, 0.983, 0.9794, 0.981, 0.9814, 0.9819, 0.9828, 0.9822, 0.9796, 0.9804, 0.9819, 0.98, 0.9814, 0.9818, 0.9809]"
2560 "[0.9813, 0.9809, 0.9806, 0.9827, 0.9833, 0.9811, 0.9822, 0.9828, 0.9828, 0.9827, 0.9835, 0.9814, 0.9783, 0.9833, 0.9801, 0.9814, 0.9821, 0.9815, 0.9834, 0.9797]"
5120 "[0.9814, 0.9822, 0.9829, 0.9815, 0.9825, 0.9809, 0.9817, 0.9817, 0.9828, 0.9808, 0.9776, 0.9824, 0.9828, 0.9829, 0.9836, 0.9802, 0.9827, 0.9811, 0.9819, 0.9833]"
10240 "[0.9834, 0.9815, 0.9822, 0.9824, 0.9828, 0.9831, 0.9838, 0.9843, 0.9852, 0.9834, 0.9821, 0.9829, 0.9824, 0.9822, 0.9816, 0.9817, 0.983, 0.9827, 0.9817, 0.9823]"
20480 "[0.9832, 0.9845, 0.9832, 0.9835, 0.9837, 0.983, 0.9836, 0.9833, 0.9825, 0.9828, 0.9833, 0.9827, 0.9833, 0.9835, 0.9829, 0.9822, 0.9823, 0.9835, 0.9838, 0.9836]"
