 Linear2
10 "[0.3331, 0.4465, 0.2186, 0.4414, 0.5339, 0.3414, 0.4399, 0.5296, 0.3479, 0.3992, 0.3854, 0.4247, 0.4093, 0.4602, 0.4712, 0.3762, 0.3433, 0.4863, 0.4158, 0.4049]"
20 "[0.6307, 0.4736, 0.6861, 0.683, 0.6812, 0.5791, 0.6588, 0.6653, 0.6531, 0.4929, 0.5829, 0.649, 0.6975, 0.659, 0.6963, 0.6887, 0.5638, 0.6936, 0.625, 0.6567]"
40 "[0.815, 0.8567, 0.8251, 0.8807, 0.8501, 0.8819, 0.8584, 0.8578, 0.8199, 0.8504, 0.8844, 0.8577, 0.8392, 0.833, 0.8335, 0.8635, 0.8567, 0.8563, 0.8738, 0.8214]"
80 "[0.9411, 0.9398, 0.9391, 0.9521, 0.9242, 0.9239, 0.9444, 0.9396, 0.9374, 0.9456, 0.9324, 0.946, 0.9448, 0.9519, 0.9471, 0.9367, 0.9377, 0.953, 0.9376, 0.9388]"
160 "[0.9636, 0.9679, 0.9607, 0.9663, 0.9695, 0.93, 0.9668, 0.968, 0.9681, 0.9633, 0.9687, 0.9604, 0.9698, 0.9629, 0.9677, 0.9671, 0.9453, 0.9674, 0.9688, 0.9659]"
320 "[0.9724, 0.9551, 0.974, 0.976, 0.9709, 0.9732, 0.9714, 0.9713, 0.9652, 0.9736, 0.9683, 0.966, 0.9746, 0.9746, 0.9723, 0.9766, 0.9743, 0.9746, 0.9703, 0.974]"
640 "[0.9753, 0.9755, 0.9756, 0.9773, 0.978, 0.9778, 0.9723, 0.9779, 0.961, 0.9756, 0.9779, 0.9763, 0.9748, 0.9795, 0.9737, 0.9775, 0.9761, 0.9732, 0.9571, 0.9705]"
1280 "[0.9703, 0.9808, 0.9757, 0.9744, 0.9775, 0.9793, 0.9757, 0.9782, 0.9786, 0.977, 0.9752, 0.9797, 0.9778, 0.9763, 0.9768, 0.9774, 0.9792, 0.9772, 0.9779, 0.9792]"
2560 "[0.974, 0.979, 0.9767, 0.9781, 0.9786, 0.9775, 0.9764, 0.9755, 0.9772, 0.9763, 0.9774, 0.9752, 0.979, 0.9773, 0.9756, 0.9785, 0.9739, 0.9784, 0.9771, 0.9785]"
5120 "[0.9795, 0.9772, 0.9786, 0.9796, 0.9783, 0.9784, 0.9767, 0.9751, 0.9785, 0.9769, 0.9776, 0.9764, 0.9779, 0.9798, 0.9789, 0.972, 0.9799, 0.9792, 0.9793, 0.9791]"
10240 "[0.9788, 0.9765, 0.9788, 0.979, 0.9797, 0.979, 0.9788, 0.9799, 0.9787, 0.9799, 0.9774, 0.979, 0.9788, 0.9785, 0.9777, 0.9775, 0.9799, 0.9789, 0.979, 0.9791]"
20480 "[0.9749, 0.9786, 0.9805, 0.98, 0.9788, 0.977, 0.98, 0.9817, 0.9762, 0.9778, 0.9788, 0.9801, 0.9799, 0.9763, 0.9783, 0.9786, 0.9786, 0.9788, 0.9797, 0.9789]"
