 Linear2
10 [0.9706]
20 [0.9757]
40 [0.9776]
80 [0.9796]
160 [0.9813]
320 [0.9803]
640 [0.9803]
1280 [0.9812]
2560 [0.9819]
5120 [0.9831]
10240 [0.9829]
20480 [0.9817]
