 Linear2
10 [0.0925]
20 [0.1028]
40 [0.1045]
80 [0.1013]
160 [0.1026]
320 [0.108]
640 [0.1013]
1280 [0.1086]
2560 [0.112]
5120 [0.1129]
10240 [0.1194]
20480 [0.1198]
