 Linear2
10 [0.2206]
20 [0.4705]
40 [0.5852]
80 [0.8229]
160 [0.9098]
320 [0.9384]
640 [0.9537]
1280 [0.9611]
2560 [0.9648]
5120 [0.9611]
10240 [0.9667]
20480 [0.969]
