 Linear2
10 [0.9746]
20 [0.9782]
40 [0.9799]
80 [0.9818]
160 [0.9827]
320 [0.9821]
640 [0.9831]
1280 [0.9814]
2560 [0.9828]
5120 [0.9835]
10240 [0.9817]
20480 [0.9831]
