 X Y
0 1.7602956155182625 0.8154224336712281
1 3.294793651002278 1.0391863095816842
2 4.110907563948518 1.1683423800208557
3 4.762559866453234 1.43053506773795
4 5.198894623331549 1.7135828196719924
5 5.531951014182014 1.9677306710261304
6 5.91937633374291 2.047877878374398
7 6.18089655846781 2.1441855995575962
8 6.4849452760547255 2.1788427622114876
9 6.700768838279055 2.1854041416498156
10 6.870983271237233 2.1791241338467713
11 7.250063528664304 2.177306499102669
12 7.350725224232787 2.2313379747042723
13 7.383266047278852 2.1911363271175404
14 7.597693346970455 2.217940827681555
15 7.787349551209906 2.196089396262056
16 7.765857023085463 2.213052963617289
17 7.870356137718635 2.2204590514655362
18 7.865999768413074 2.2201187311190567
19 8.084344737337664 2.2410094913148204
20 8.279931327178016 2.2306775209180554
21 8.346914208895788 2.255921257474411
22 8.523794236906332 2.256398355791354
23 8.448349943093215 2.2310907209371504
24 8.390765481085573 2.2221345778607646
25 8.663300797272633 2.2382808877111047
26 8.613635732099343 2.258566932655624
27 8.488621073311538 2.246335434546403
28 8.91543547067597 2.2621423240521508
29 8.822651148972353 2.2512537873751746
30 9.041810306327603 2.260329906550629
31 8.960258627389845 2.2746325316022356
32 9.037047850012215 2.251531079340885
33 8.954300820544997 2.234606443564474
34 8.913932037579505 2.2539536178959487
35 9.08156282754871 2.2637486608954966
36 9.099509462361087 2.231147510180541
37 9.117056902550972 2.268497884132286
38 9.175872086348692 2.2660504993386743
39 9.310657679187178 2.2762826518707366
40 9.42958027604632 2.2607208062404704
41 9.097378803655435 2.272244680549296
42 9.24403683212696 2.281733215420167
43 9.057435800678922 2.2631625119261267
44 9.25208137950626 2.2689073944543776
45 9.158447849242043 2.277853385673315
46 9.28173702079538 2.26333428163664
47 9.36835622674481 2.280234397587618
48 9.27292526728734 2.2946396003967213
49 9.316268727112721 2.286619569453018
50 9.40629186505955 2.273032376551515
51 9.619742574849965 2.2663779226242085
52 9.552831536785686 2.2819757638101894
53 9.491767849402406 2.2738581664189343
54 9.622634189388764 2.2961042411801937
55 9.427275951439736 2.295039367619284
56 9.344212708315013 2.2557989508619807
57 9.76855556094816 2.281909599123408
58 9.893271952443778 2.2801899753193156
59 9.672261486686237 2.297566168539897
60 9.830655022255053 2.300970851527571
61 10.092899779007897 2.2904391667289192
62 10.007823408497453 2.270995488381499
63 9.762988050967031 2.262601765269917
64 9.899618900217716 2.298430798319279
65 10.001380718149845 2.3003973015959227
66 9.687001290479543 2.2792147792063617
67 9.768173547717632 2.2950180816989376
68 9.837316951480522 2.286020913254028
69 9.663402776582545 2.2802779859558666
70 9.783335471040266 2.2601764193643326
71 9.913220100493227 2.2669185939558307
72 9.664796738827963 2.2797093378706568
73 10.153559033904596 2.293093357182227
74 10.149603222218735 2.28426840647137
75 9.994668177518799 2.276385472142866
76 9.931530309514411 2.3080740093619903
77 9.86729024258835 2.282541953698154
78 10.194337450497523 2.2778490754947844
79 9.957865663049345 2.2907988958731647
80 9.945896479755781 2.284245615463121
81 10.175456151013126 2.2859572139678974
82 9.918489928494132 2.2778246894266934
83 9.953089023653364 2.3124468062443757
84 10.11453632381855 2.266205349239693
85 10.400346520952704 2.3051171694039168
86 10.189282078313601 2.2921198225134356
87 10.2200364467657 2.3028079952108915
88 10.234673497801143 2.2745595481158434
89 9.89574503220653 2.2864446721935723
90 9.98616377776268 2.283239286940245
91 10.199533134840111 2.2836402249279746
92 9.989730403321614 2.2872686336673267
93 10.079460354212902 2.2830254121979268
94 9.993663068066276 2.273930996091445
95 10.142632965792977 2.2758129305466657
96 10.183203687035077 2.2822757349195073
97 10.273170098309269 2.2869012108628786
98 9.893532602707921 2.302254642779228
99 10.006547108645687 2.306037206502887
100 10.017818985392132 2.2742699898814704
101 10.207654481815501 2.280298296732925
102 10.27686906651863 2.291503220937828
103 10.189540447217029 2.2729928607906777
104 10.416396483425846 2.2964022316356405
105 10.172949447451044 2.2940937153535996
106 10.169628981730384 2.290702369964518
107 10.207078582302653 2.2873572893617276
108 10.153345155489953 2.278501567823627
109 10.17742406926449 2.281462164004267
110 9.848445479903742 2.2999441105325076
111 10.2572669338841 2.266702210733676
112 10.26806813393724 2.2882331020741664
113 10.411774644354509 2.294531244237276
114 10.263100207134446 2.296233601056004
115 10.131145271644773 2.2930778105394536
116 10.337290343515116 2.297921690189443
117 10.393586122594174 2.2869725266904064
118 9.949830276706207 2.2792275029618594
119 10.18168013694727 2.288178804361425
120 10.153649590026712 2.3091763546116546
121 10.16389580134532 2.302425658815845
122 10.188977457335774 2.3148687106173185
123 10.07299274403902 2.2849430830275277
124 10.186411602237213 2.2668909382481144
125 10.10691969993555 2.300482962227546
126 9.953476090001834 2.274636154914919
127 10.155611791881904 2.304527454890346
128 10.163081499072613 2.271304823775992
129 10.478503624974834 2.2784351061023242
130 10.024446054657489 2.281684193424704
131 10.161316001584744 2.268463494512142
132 10.38893496820712 2.295333831231176
133 10.452688310948593 2.295325842372614
134 10.311776336335457 2.2918097266653703
135 10.070988357914567 2.2798657278878993
136 10.241737960074186 2.2982726485525826
137 10.321316845609113 2.3016058493281992
138 10.237186827365822 2.30638476019787
139 10.055346349969295 2.306202381143073
140 10.238234088319173 2.2891224275268085
141 10.274690583983869 2.2966022220268067
142 10.136005492006998 2.2952749808252704
143 10.27885066276478 2.2921462739813383
144 10.272915966702863 2.3010525676593963
145 10.242338509356241 2.2926974604480073
146 10.521296617544094 2.279271462517327
147 10.371088008745021 2.2868700941309545
148 10.313933654984027 2.28063892258852
149 10.257038854309734 2.2987261903229483
150 10.182805503149169 2.307640317774497
151 10.12049269789203 2.30217982256582
152 10.05093400625256 2.278624458335587
153 10.198373826194148 2.2881086567566857
154 10.137223461792932 2.287964120719105
155 10.356657583001665 2.2731389773400474
156 10.350524895564075 2.3030928435483813
157 10.386782900417021 2.2845690031469714
158 10.439561395283558 2.2973714507586585
159 10.358567083051419 2.2938630215082125
160 10.31044026686682 2.2852755834423535
161 10.367179938402222 2.29654878490909
162 10.280023762400116 2.3005852939393283
163 10.270041687228668 2.2897639000585293
164 10.350801020436942 2.302043639653102
165 10.238267175394212 2.286970442364001
166 10.444196497659547 2.3183222644701953
167 10.395567613755357 2.2893716455635866
168 10.627867001492831 2.2812562966233747
169 10.596580672603082 2.285608328631704
170 10.783639547384182 2.3131728932190847
171 10.37525495985673 2.2886662237452104
172 10.38519975359406 2.297819536161649
173 10.175120262173115 2.2945429000526807
174 10.438377412009578 2.2888845362086996
175 10.544659004392217 2.2843462862957145
176 10.498792710462453 2.3148315197201135
177 10.137234205318288 2.2975394916477927
178 10.524083282145279 2.2742740807092585
179 10.417300685322115 2.2990261289463225
180 10.546761383942519 2.307853844917216
181 10.585955895518804 2.297473206763019
182 10.532406447623014 2.2972555156285166
183 10.517021804059286 2.2828900082416443
184 10.286772786723494 2.301722722737145
185 10.194125076040837 2.3169966865489835
186 10.473820833233296 2.2907358903737993
187 10.478394103841193 2.276698693562458
188 10.4782487487341 2.3233999804862866
189 10.440974657004478 2.287093959713434
190 10.168916218653674 2.29880596676144
191 10.36351678608718 2.3166498762171415
192 10.343985478459942 2.2934391286700824
193 10.622930378710489 2.315408829546653
194 10.323147217809307 2.307917924571376
195 10.29140140998985 2.284505205696793
196 10.272171046496567 2.3023772743923403
197 10.239428571050201 2.3003646715839894
198 10.180800457136327 2.2873328064007783
199 10.165310180582706 2.28455947657332
200 10.271732352921184 2.280306264263759
201 10.231466821019684 2.3062526669829944
202 10.269708318167954 2.2858541261810825
203 10.123889886937436 2.3095690986556465
204 10.214989236180816 2.3005550726895083
205 10.360378572726137 2.3089810581568857
206 10.411443269648258 2.3024136333668968
207 10.543099181911957 2.2810722573956044
208 10.322133581785229 2.2924797385224798
209 10.259398427619754 2.2853005813761347
210 10.127031116124012 2.3201918096338967
211 10.374643985694053 2.2943797468856615
212 10.549567977399057 2.3089260282392186
213 10.389803805057472 2.2913688586503973
214 10.396125430744407 2.3055821829497534
215 10.142351471417323 2.301289535811727
216 10.517875482685758 2.287197292274773
217 10.217681576290401 2.2984903957606493
218 10.195375787138374 2.3028502067400947
219 10.363374360929733 2.3056273666603304
220 10.329004955517737 2.290590127073758
221 10.454122715086733 2.290131478654265
222 10.30943353820186 2.2947192614394907
223 10.231339498718768 2.288999511026093
224 10.549223268201565 2.308563267308954
225 10.62302159020121 2.2876123914503936
226 10.63828902221969 2.284601326519844
227 10.714265102458791 2.2944940488202876
228 10.542670840900657 2.319265387352044
229 10.561622778951275 2.301267635907042
230 10.580830815844061 2.326821516899136
231 10.388687800457127 2.2774692286529814
232 10.528906653842656 2.289029426484311
233 10.309372608130577 2.29728043856214
234 10.276407291538908 2.2921861907317176
235 10.314073980702043 2.284508428019935
236 10.463591869408486 2.291735244870751
237 10.541781841296155 2.276806787150731
238 10.699813562546861 2.3046918033988555
239 10.289844778476732 2.283667382894534
240 10.436415623714574 2.301517568775828
