 Linear2
10 "[0.93376, 0.92496, 0.90662, 0.93314, 0.91794, 0.93302, 0.92662, 0.93162, 0.93288, 0.91612, 0.92968, 0.93376, 0.91914, 0.90692, 0.92536, 0.93476, 0.93564, 0.93412, 0.9285, 0.92988, 0.9165, 0.93646, 0.92086, 0.92058, 0.9309, 0.92584, 0.93016, 0.93082, 0.9072, 0.9295, 0.925, 0.9332, 0.93016, 0.93336, 0.93392, 0.92842, 0.90944, 0.93176, 0.92966, 0.92842]"
20 "[0.92568, 0.91168, 0.93674, 0.92652, 0.91942, 0.91676, 0.92758, 0.92602, 0.92198, 0.92412, 0.9226, 0.93604, 0.90612, 0.92924, 0.9234, 0.92888, 0.92998, 0.92944, 0.9239, 0.92674, 0.92208, 0.92126, 0.92962, 0.8835, 0.93162, 0.88504, 0.92526, 0.94142, 0.93354, 0.93226, 0.92328, 0.92712, 0.91012, 0.93452, 0.92846, 0.9304, 0.93186, 0.91662, 0.91232, 0.91928]"
40 "[0.94548, 0.95288, 0.9519, 0.953, 0.94644, 0.9505, 0.94732, 0.94336, 0.9506, 0.95454, 0.95278, 0.94888, 0.95124, 0.94738, 0.94898, 0.94884, 0.95288, 0.9486, 0.95092, 0.94918, 0.9531, 0.94638, 0.94986, 0.95268, 0.95108, 0.94922, 0.9469, 0.9499, 0.9516, 0.95152, 0.95076, 0.94852, 0.94824, 0.95016, 0.94702, 0.94636, 0.94842, 0.94816, 0.9483, 0.92666]"
80 "[0.94766, 0.94686, 0.94466, 0.95278, 0.94976, 0.95004, 0.9511, 0.95344, 0.94724, 0.94966, 0.95, 0.95218, 0.95324, 0.9514, 0.94476, 0.95272, 0.94994, 0.94898, 0.95234, 0.94982, 0.95198, 0.95084, 0.95298, 0.9519, 0.95356, 0.94554, 0.95226, 0.95368, 0.95252, 0.95294, 0.952, 0.95062, 0.95272, 0.9505, 0.95048, 0.95068, 0.9536, 0.95364, 0.95244, 0.94412]"
160 "[0.95414, 0.95604, 0.95572, 0.95354, 0.95286, 0.95444, 0.95362, 0.95046, 0.95484, 0.95536, 0.95524, 0.95492, 0.95614, 0.94704, 0.95444, 0.95096, 0.95148, 0.95482, 0.9539, 0.95362, 0.95474, 0.95558, 0.94938, 0.95502, 0.948, 0.95136, 0.9516, 0.95268, 0.94878, 0.95048, 0.95448, 0.95132, 0.95348, 0.95622, 0.95252, 0.95378, 0.95354, 0.9526, 0.95422, 0.95386]"
320 "[0.95418, 0.95498, 0.95384, 0.95304, 0.9537, 0.9543, 0.9559, 0.95442, 0.9531, 0.9575, 0.95512, 0.95624, 0.95054, 0.95418, 0.95602, 0.9558, 0.9534, 0.95506, 0.95266, 0.9547, 0.95484, 0.95552, 0.94804, 0.9542, 0.95692, 0.9483, 0.9525, 0.95712, 0.95416, 0.9563, 0.95164, 0.95564, 0.95618, 0.95614, 0.9458, 0.95172, 0.956, 0.95418, 0.95442, 0.9577]"
640 "[0.95624, 0.95768, 0.95364, 0.95744, 0.95556, 0.95556, 0.95666, 0.95752, 0.9571, 0.95444, 0.95752, 0.9572, 0.9562, 0.95498, 0.95342, 0.95778, 0.9581, 0.95642, 0.95794, 0.9562, 0.95456, 0.95772, 0.9558, 0.95306, 0.95644, 0.95802, 0.95342, 0.95796, 0.95918, 0.95556, 0.95848, 0.95762, 0.95212, 0.95706, 0.9563, 0.95712, 0.95694, 0.9574, 0.9579, 0.95572]"
1280 "[0.9599, 0.95772, 0.95948, 0.95538, 0.95918, 0.95956, 0.95972, 0.95802, 0.95826, 0.95658, 0.95968, 0.95956, 0.9575, 0.95634, 0.96002, 0.95864, 0.95066, 0.95514, 0.95854, 0.95544, 0.9576, 0.95996, 0.95878, 0.95902, 0.9575, 0.95848, 0.95878, 0.95664, 0.9598, 0.95964, 0.95892, 0.95786, 0.95666, 0.95784, 0.95826, 0.9593, 0.95942, 0.957, 0.9573, 0.95946]"
2560 "[0.96118, 0.95942, 0.9583, 0.96038, 0.96052, 0.9601, 0.96052, 0.9594, 0.95802, 0.9597, 0.95942, 0.96056, 0.96, 0.96038, 0.95924, 0.96104, 0.95996, 0.96002, 0.9609, 0.96026, 0.95986, 0.9602, 0.96004, 0.96012, 0.9587, 0.9602, 0.95988, 0.96024, 0.96056, 0.95954, 0.96026, 0.95962, 0.9602, 0.96024, 0.95862, 0.95786, 0.96044, 0.96152, 0.96032, 0.96036]"
5120 "[0.95944, 0.95532, 0.95718, 0.95956, 0.95554, 0.9562, 0.96054, 0.96088, 0.95516, 0.9597, 0.95716, 0.96136, 0.95932, 0.9575, 0.95938, 0.95944, 0.95928, 0.9594, 0.96044, 0.96062, 0.9608, 0.9611, 0.9609, 0.96114, 0.95784, 0.9598, 0.95742, 0.96044, 0.96112, 0.96052, 0.96128, 0.9607, 0.96062, 0.96038, 0.95868, 0.95946, 0.95892, 0.96084, 0.9595, 0.96018]"
