 Linear2
10 "[0.86212, 0.93686, 0.84982, 0.89326, 0.88304, 0.91144, 0.86084, 0.8618, 0.90384, 0.85462, 0.86566, 0.92058, 0.88112, 0.84472, 0.86776, 0.8665, 0.8758, 0.88772, 0.87252, 0.89596, 0.882, 0.8732, 0.88596, 0.90506, 0.8852, 0.91656, 0.92376, 0.88416, 0.90676, 0.85428, 0.87564, 0.9156, 0.9144, 0.86588, 0.88312, 0.86212, 0.90614, 0.91596, 0.90052, 0.87592]"
20 "[0.94544, 0.93586, 0.94986, 0.94488, 0.94588, 0.93024, 0.94496, 0.94594, 0.93612, 0.94102, 0.94504, 0.94648, 0.94646, 0.94568, 0.9404, 0.9392, 0.93672, 0.94044, 0.9413, 0.93856, 0.93846, 0.94982, 0.94164, 0.94022, 0.94566, 0.92566, 0.94342, 0.9518, 0.94664, 0.9455, 0.948, 0.94736, 0.9484, 0.94054, 0.94488, 0.94946, 0.93676, 0.9386, 0.93516, 0.92158]"
40 "[0.94584, 0.9537, 0.95266, 0.94934, 0.95274, 0.95436, 0.95056, 0.94924, 0.94804, 0.95374, 0.9532, 0.95314, 0.95178, 0.947, 0.94976, 0.94622, 0.95008, 0.95298, 0.95224, 0.95298, 0.94868, 0.9449, 0.95122, 0.949, 0.95456, 0.94468, 0.9514, 0.95116, 0.9513, 0.95334, 0.95146, 0.95372, 0.9521, 0.95112, 0.94844, 0.95242, 0.95354, 0.95244, 0.94744, 0.94428]"
80 "[0.9536, 0.95112, 0.94884, 0.95416, 0.953, 0.95344, 0.95252, 0.95238, 0.95556, 0.95088, 0.95396, 0.95314, 0.95118, 0.9515, 0.94754, 0.95412, 0.95434, 0.95312, 0.95402, 0.95342, 0.95374, 0.95482, 0.95306, 0.95308, 0.95512, 0.95186, 0.95094, 0.9539, 0.95218, 0.95198, 0.95526, 0.95376, 0.95176, 0.95132, 0.94774, 0.95158, 0.9535, 0.95534, 0.95246, 0.95054]"
160 "[0.95482, 0.95572, 0.94798, 0.9522, 0.95472, 0.95458, 0.95312, 0.9551, 0.95328, 0.95204, 0.95432, 0.95328, 0.95612, 0.9512, 0.95442, 0.95532, 0.95344, 0.95332, 0.95522, 0.95634, 0.95564, 0.955, 0.95652, 0.95458, 0.95494, 0.95394, 0.95256, 0.95004, 0.94702, 0.95666, 0.95402, 0.95512, 0.95568, 0.95486, 0.95538, 0.95352, 0.95562, 0.95374, 0.9536, 0.95386]"
320 "[0.95554, 0.95512, 0.95582, 0.95594, 0.95002, 0.95264, 0.95722, 0.95586, 0.95476, 0.95646, 0.95636, 0.95386, 0.94652, 0.95384, 0.9573, 0.95434, 0.95352, 0.95654, 0.9503, 0.95684, 0.95516, 0.95596, 0.95674, 0.95612, 0.95716, 0.95458, 0.95588, 0.95782, 0.95708, 0.95842, 0.95314, 0.95496, 0.95608, 0.95746, 0.95568, 0.95636, 0.95598, 0.94464, 0.9542, 0.9573]"
640 "[0.95778, 0.95592, 0.95278, 0.95572, 0.9569, 0.9546, 0.95272, 0.95536, 0.9548, 0.95742, 0.94978, 0.9558, 0.95004, 0.95674, 0.95572, 0.954, 0.9565, 0.95636, 0.94734, 0.95436, 0.9516, 0.9541, 0.95624, 0.95694, 0.95116, 0.95448, 0.95354, 0.95722, 0.95394, 0.95156, 0.95496, 0.95554, 0.9547, 0.95614, 0.95236, 0.95708, 0.9559, 0.95642, 0.95474, 0.95646]"
1280 "[0.95784, 0.9584, 0.95776, 0.95142, 0.95794, 0.9571, 0.95896, 0.95764, 0.9563, 0.95458, 0.95746, 0.9577, 0.95724, 0.95518, 0.95354, 0.9576, 0.95076, 0.95056, 0.95804, 0.95388, 0.95122, 0.95724, 0.95588, 0.95804, 0.95724, 0.95292, 0.95566, 0.9539, 0.95782, 0.9589, 0.95438, 0.95692, 0.95668, 0.95594, 0.95682, 0.9564, 0.95828, 0.95218, 0.95806, 0.95712]"
2560 "[0.9592, 0.95892, 0.95776, 0.9586, 0.95916, 0.95868, 0.95866, 0.95466, 0.95826, 0.95782, 0.95638, 0.95822, 0.95886, 0.95824, 0.95722, 0.95878, 0.95608, 0.95872, 0.95916, 0.9583, 0.95842, 0.95806, 0.95914, 0.9591, 0.954, 0.95754, 0.95878, 0.95858, 0.95888, 0.95814, 0.95862, 0.95794, 0.95832, 0.9592, 0.95888, 0.95828, 0.95776, 0.95824, 0.95654, 0.9572]"
5120 "[0.95754, 0.95792, 0.9568, 0.95962, 0.959, 0.95204, 0.95874, 0.9592, 0.95892, 0.95912, 0.95718, 0.959, 0.95886, 0.9558, 0.95882, 0.95796, 0.9601, 0.95938, 0.95976, 0.9597, 0.9596, 0.95946, 0.95898, 0.95912, 0.95784, 0.95926, 0.95862, 0.95898, 0.95994, 0.95732, 0.95814, 0.95872, 0.95864, 0.95878, 0.9578, 0.95966, 0.95864, 0.95656, 0.95694, 0.95876]"
