 Linear2
10 [0.159]
20 [0.2622]
40 [0.3357]
80 [0.4962]
160 [0.6404]
320 [0.747]
640 [0.804]
1280 [0.8195]
2560 [0.8725]
5120 [0.8613]
10240 [0.8914]
20480 [0.8927]
