 Linear2
10 "[0.976, 0.9738, 0.9693, 0.9713, 0.9806, 0.977, 0.9725, 0.977, 0.9754, 0.9749, 0.9778, 0.9783, 0.976, 0.9689, 0.9756, 0.9747, 0.9756, 0.9806, 0.9777, 0.9751, 0.9797, 0.9771, 0.9739, 0.9744, 0.9791, 0.9754, 0.9752, 0.9744, 0.9745, 0.9763, 0.9754, 0.976, 0.9699, 0.9783, 0.9778, 0.9782, 0.9756, 0.9755, 0.9783, 0.9803]"
20 "[0.9767, 0.9753, 0.9769, 0.975, 0.9781, 0.9704, 0.9805, 0.9756, 0.9766, 0.9755, 0.9775, 0.9786, 0.9806, 0.9789, 0.977, 0.9771, 0.9765, 0.9789, 0.9767, 0.9776, 0.9787, 0.9795, 0.979, 0.9791, 0.9773, 0.9703, 0.9794, 0.9768, 0.9753, 0.9748, 0.9762, 0.9795, 0.9768, 0.9775, 0.9771, 0.9776, 0.9744, 0.9749, 0.9738, 0.9658]"
40 "[0.9743, 0.9772, 0.9795, 0.9813, 0.9797, 0.9805, 0.9802, 0.9802, 0.9772, 0.9792, 0.98, 0.9798, 0.9805, 0.9773, 0.9809, 0.9804, 0.977, 0.9802, 0.9783, 0.9813, 0.9812, 0.9758, 0.9784, 0.9797, 0.9805, 0.979, 0.9763, 0.9807, 0.9792, 0.9778, 0.9793, 0.9781, 0.9768, 0.9803, 0.9791, 0.979, 0.9806, 0.9793, 0.9775, 0.9647]"
80 "[0.9809, 0.9779, 0.9795, 0.9823, 0.9811, 0.9813, 0.9815, 0.9812, 0.9796, 0.98, 0.9805, 0.9807, 0.9809, 0.9805, 0.9794, 0.9815, 0.9814, 0.9811, 0.9822, 0.9821, 0.9814, 0.982, 0.9811, 0.9796, 0.977, 0.98, 0.9819, 0.9813, 0.9824, 0.9828, 0.9815, 0.9802, 0.9821, 0.9812, 0.9819, 0.9812, 0.9809, 0.9791, 0.9815, 0.9793]"
160 "[0.9824, 0.9825, 0.9795, 0.9822, 0.9814, 0.9816, 0.9815, 0.9826, 0.9817, 0.9813, 0.9817, 0.9805, 0.9808, 0.9806, 0.9819, 0.982, 0.9825, 0.9817, 0.9815, 0.9824, 0.9819, 0.9763, 0.9795, 0.982, 0.9769, 0.982, 0.9801, 0.9826, 0.9816, 0.9815, 0.9825, 0.9817, 0.982, 0.9828, 0.9809, 0.9817, 0.98, 0.9823, 0.9817, 0.9816]"
320 "[0.9821, 0.9813, 0.9816, 0.9827, 0.9804, 0.9816, 0.9817, 0.9817, 0.9806, 0.9831, 0.9834, 0.98, 0.9829, 0.9821, 0.9828, 0.9823, 0.9826, 0.9818, 0.978, 0.982, 0.982, 0.9829, 0.9754, 0.9822, 0.9833, 0.9821, 0.9828, 0.9824, 0.9825, 0.9831, 0.9803, 0.9816, 0.9826, 0.9825, 0.9815, 0.98, 0.9812, 0.9819, 0.9821, 0.9826]"
640 "[0.9813, 0.9804, 0.9808, 0.9825, 0.9816, 0.9808, 0.9829, 0.982, 0.9825, 0.9833, 0.9832, 0.9829, 0.9813, 0.9805, 0.9817, 0.9832, 0.9828, 0.9826, 0.9829, 0.9813, 0.9822, 0.9815, 0.9797, 0.9814, 0.9806, 0.9816, 0.9801, 0.9827, 0.9839, 0.9797, 0.9808, 0.9829, 0.9801, 0.9828, 0.982, 0.9812, 0.9827, 0.9823, 0.9824, 0.9829]"
1280 "[0.9833, 0.9836, 0.9827, 0.9821, 0.9827, 0.9836, 0.9836, 0.9816, 0.982, 0.9817, 0.9815, 0.9828, 0.982, 0.9813, 0.9812, 0.9825, 0.9811, 0.9817, 0.9817, 0.982, 0.9806, 0.983, 0.9824, 0.9818, 0.9829, 0.9826, 0.9824, 0.9799, 0.9822, 0.9821, 0.9818, 0.9828, 0.9821, 0.9828, 0.9813, 0.9835, 0.9829, 0.9817, 0.9819, 0.982]"
2560 "[0.982, 0.9825, 0.9819, 0.9832, 0.9831, 0.9807, 0.9831, 0.9828, 0.9825, 0.9823, 0.9841, 0.9819, 0.9805, 0.9828, 0.9813, 0.9828, 0.9834, 0.9817, 0.9827, 0.9827, 0.9811, 0.9828, 0.9819, 0.979, 0.9832, 0.9822, 0.9825, 0.9825, 0.9826, 0.9823, 0.9823, 0.9825, 0.9829, 0.9827, 0.9829, 0.9813, 0.982, 0.9819, 0.9825, 0.9824]"
5120 "[0.984, 0.9827, 0.9835, 0.9828, 0.9823, 0.981, 0.9829, 0.9829, 0.9819, 0.9819, 0.9789, 0.9819, 0.9826, 0.9805, 0.9833, 0.9834, 0.983, 0.9813, 0.9822, 0.9821, 0.9835, 0.9838, 0.9827, 0.9836, 0.9833, 0.9833, 0.9824, 0.9829, 0.982, 0.9825, 0.9835, 0.9838, 0.9832, 0.9834, 0.9837, 0.9832, 0.9827, 0.9828, 0.9831, 0.9827]"
