 Linear2
10 "[0.95598, 0.95944, 0.9571, 0.95838, 0.95802, 0.95992, 0.95822, 0.9579, 0.95776, 0.95644, 0.95782, 0.9597, 0.95722, 0.95688, 0.95776, 0.9576, 0.95644, 0.95378, 0.958, 0.95872, 0.95738, 0.95908, 0.95682, 0.95798, 0.95902, 0.9551, 0.9588, 0.95762, 0.95576, 0.95804, 0.95626, 0.95848, 0.9595, 0.96028, 0.9584, 0.95574, 0.95724, 0.95546, 0.95632, 0.95778]"
20 "[0.95878, 0.95022, 0.95822, 0.9594, 0.95954, 0.94842, 0.95932, 0.9585, 0.95872, 0.95598, 0.95758, 0.95978, 0.95804, 0.9604, 0.95896, 0.95662, 0.95602, 0.95998, 0.95742, 0.95738, 0.95496, 0.95346, 0.9545, 0.95486, 0.95944, 0.94862, 0.95948, 0.9608, 0.95774, 0.95726, 0.95392, 0.95886, 0.94922, 0.95668, 0.95966, 0.96066, 0.95462, 0.95558, 0.95588, 0.9504]"
40 "[0.95546, 0.96092, 0.95918, 0.96276, 0.9579, 0.95834, 0.96232, 0.96172, 0.9602, 0.95976, 0.96032, 0.9579, 0.95998, 0.96234, 0.9612, 0.95844, 0.96064, 0.95934, 0.96052, 0.96172, 0.96094, 0.95802, 0.9601, 0.96008, 0.95974, 0.96054, 0.9596, 0.96118, 0.9599, 0.9592, 0.95782, 0.96106, 0.9594, 0.96138, 0.9617, 0.9586, 0.96, 0.9611, 0.96158, 0.95628]"
80 "[0.96126, 0.9612, 0.95984, 0.96278, 0.96296, 0.96058, 0.9626, 0.96196, 0.95876, 0.96018, 0.96092, 0.96122, 0.96116, 0.96252, 0.96026, 0.96232, 0.96144, 0.96162, 0.96134, 0.96206, 0.96044, 0.96184, 0.96182, 0.9629, 0.96294, 0.9612, 0.96154, 0.96088, 0.96252, 0.96304, 0.96156, 0.96252, 0.96258, 0.96044, 0.9614, 0.96166, 0.96234, 0.96162, 0.9614, 0.9592]"
160 "[0.96226, 0.96262, 0.96126, 0.9618, 0.9624, 0.96162, 0.96254, 0.96142, 0.96298, 0.96004, 0.96034, 0.96244, 0.9612, 0.96048, 0.95992, 0.96322, 0.96326, 0.96302, 0.96234, 0.96292, 0.96208, 0.96086, 0.96012, 0.96186, 0.96332, 0.96276, 0.95982, 0.96258, 0.96076, 0.96214, 0.96234, 0.96116, 0.96308, 0.9621, 0.96262, 0.9629, 0.96158, 0.962, 0.9622, 0.96228]"
320 "[0.96306, 0.96376, 0.96066, 0.96384, 0.96016, 0.96312, 0.96332, 0.96274, 0.96248, 0.96248, 0.96442, 0.96274, 0.96116, 0.96338, 0.9641, 0.96162, 0.96274, 0.96312, 0.96006, 0.96132, 0.96386, 0.96306, 0.96264, 0.96284, 0.96318, 0.96096, 0.96332, 0.96354, 0.96324, 0.9644, 0.96398, 0.96162, 0.9637, 0.96286, 0.96382, 0.9634, 0.96246, 0.96226, 0.96282, 0.96282]"
640 "[0.9643, 0.96358, 0.96386, 0.96372, 0.96308, 0.96298, 0.96258, 0.96442, 0.96022, 0.9624, 0.96454, 0.96256, 0.9635, 0.96228, 0.9639, 0.9632, 0.96266, 0.96312, 0.96258, 0.9635, 0.9637, 0.96242, 0.96236, 0.96304, 0.96254, 0.96268, 0.96262, 0.96216, 0.96198, 0.95558, 0.96334, 0.96308, 0.96104, 0.9625, 0.96192, 0.96396, 0.9625, 0.96314, 0.9625, 0.96402]"
1280 "[0.9658, 0.9644, 0.96432, 0.96356, 0.96454, 0.96496, 0.96522, 0.9641, 0.96488, 0.96406, 0.96428, 0.96416, 0.96406, 0.96482, 0.9641, 0.96414, 0.9629, 0.9631, 0.96522, 0.96436, 0.96382, 0.96448, 0.96452, 0.96478, 0.96326, 0.9645, 0.96338, 0.96412, 0.96486, 0.96412, 0.96388, 0.96394, 0.96392, 0.96498, 0.96434, 0.96426, 0.96482, 0.96278, 0.96414, 0.96416]"
2560 "[0.96472, 0.96438, 0.96356, 0.96438, 0.9648, 0.96332, 0.96506, 0.96478, 0.96456, 0.96438, 0.9645, 0.96488, 0.9638, 0.9653, 0.96442, 0.96432, 0.9641, 0.96414, 0.96454, 0.9647, 0.96386, 0.96094, 0.96488, 0.96428, 0.96448, 0.96456, 0.96432, 0.96478, 0.9641, 0.96408, 0.96466, 0.96474, 0.96398, 0.96412, 0.96424, 0.96484, 0.96498, 0.96468, 0.96342, 0.96476]"
5120 "[0.96528, 0.96426, 0.96222, 0.96416, 0.96514, 0.9641, 0.96476, 0.9653, 0.96336, 0.96424, 0.9648, 0.96522, 0.96386, 0.96518, 0.96496, 0.96394, 0.96558, 0.96512, 0.96526, 0.9653, 0.96278, 0.96424, 0.96322, 0.96452, 0.96514, 0.96518, 0.96552, 0.9645, 0.96518, 0.96534, 0.9638, 0.96464, 0.96446, 0.96392, 0.96516, 0.96474, 0.96488, 0.96518, 0.96314, 0.96558]"
10240 "[0.96604, 0.96492, 0.96542, 0.9656, 0.96554, 0.96602, 0.96528, 0.966, 0.96606, 0.96578, 0.9659, 0.9658, 0.96562, 0.96596, 0.96566, 0.966, 0.96528, 0.96586, 0.96578, 0.96572, 0.96586, 0.96568, 0.96598, 0.96544, 0.96574, 0.9653, 0.96554, 0.96586, 0.96598, 0.96596, 0.96568, 0.96522, 0.966, 0.9656, 0.96542, 0.96546, 0.96596, 0.9658, 0.9658, 0.9656]"
20480 "[0.9665, 0.96618, 0.96616, 0.96654, 0.96624, 0.96632, 0.96648, 0.96634, 0.96616, 0.9665, 0.96604, 0.96496, 0.96632, 0.96642, 0.9664, 0.96648, 0.96634, 0.96614, 0.96632, 0.96648, 0.96636, 0.9665, 0.96648, 0.96634, 0.9665, 0.96618, 0.96632, 0.9656, 0.96604, 0.96526, 0.9665, 0.96622, 0.96612, 0.96626, 0.96648, 0.96644, 0.96586, 0.9664, 0.96628, 0.9664]"
