 Linear2
10 [0.9696]
20 [0.9769]
40 [0.9783]
80 [0.9802]
160 [0.9827]
320 [0.9818]
640 [0.9811]
1280 [0.9807]
2560 [0.9817]
5120 [0.984]
10240 [0.9824]
20480 [0.9826]
