 Linear2
10 [0.9039]
20 [0.9765]
40 [0.9779]
80 [0.9822]
160 [0.9824]
320 [0.982]
640 [0.9833]
1280 [0.9824]
2560 [0.9816]
5120 [0.9834]
10240 [0.9798]
20480 [0.9821]
