 Linear2
10 [0.9741]
20 [0.9779]
40 [0.9786]
80 [0.9809]
160 [0.9804]
320 [0.9822]
640 [0.9817]
1280 [0.9814]
2560 [0.9807]
5120 [0.9819]
10240 [0.9819]
20480 [0.9822]
