 Linear2
10 "[0.94834, 0.94938, 0.94824, 0.94926, 0.94524, 0.95008, 0.94848, 0.9504, 0.94838, 0.94778, 0.94962, 0.94988, 0.94846, 0.94736, 0.95046, 0.95008, 0.94844, 0.94838, 0.9487, 0.95044, 0.95036, 0.94932, 0.951, 0.94936, 0.9491, 0.94942, 0.9486, 0.94908, 0.94846, 0.94986, 0.9474, 0.94874, 0.94844, 0.95056, 0.95016, 0.95032, 0.94754, 0.95054, 0.94874, 0.95052]"
20 "[0.94468, 0.91714, 0.94328, 0.94734, 0.94642, 0.93708, 0.94784, 0.94216, 0.94586, 0.94528, 0.944, 0.94692, 0.9454, 0.94568, 0.94484, 0.94684, 0.94638, 0.94328, 0.94636, 0.94492, 0.93742, 0.94522, 0.94654, 0.9461, 0.94454, 0.94576, 0.9442, 0.94616, 0.94686, 0.94692, 0.94424, 0.94448, 0.94806, 0.93372, 0.9431, 0.94682, 0.94444, 0.9435, 0.93876, 0.94086]"
40 "[0.94806, 0.95032, 0.95016, 0.951, 0.95006, 0.95054, 0.95024, 0.95044, 0.9484, 0.95078, 0.9506, 0.9463, 0.9511, 0.94948, 0.94906, 0.9495, 0.9505, 0.95044, 0.95016, 0.95048, 0.95018, 0.94792, 0.94928, 0.95008, 0.95068, 0.94984, 0.95052, 0.95036, 0.9489, 0.95016, 0.94906, 0.94994, 0.95012, 0.95114, 0.94938, 0.94974, 0.94974, 0.95048, 0.9504, 0.94608]"
80 "[0.94964, 0.94946, 0.9497, 0.9504, 0.94956, 0.94962, 0.94922, 0.94978, 0.9491, 0.95026, 0.94992, 0.94962, 0.95072, 0.95016, 0.94892, 0.9505, 0.9496, 0.94976, 0.95014, 0.94858, 0.9503, 0.95026, 0.94996, 0.95012, 0.94986, 0.94944, 0.9497, 0.94842, 0.9491, 0.94758, 0.9493, 0.94782, 0.94994, 0.95002, 0.94924, 0.94982, 0.94982, 0.95032, 0.95002, 0.94986]"
160 "[0.94712, 0.94948, 0.94928, 0.95046, 0.95092, 0.94614, 0.94948, 0.94784, 0.94978, 0.94822, 0.9496, 0.95006, 0.94994, 0.94648, 0.94954, 0.94966, 0.95024, 0.94952, 0.94958, 0.95032, 0.9501, 0.9501, 0.94926, 0.95088, 0.9487, 0.94936, 0.94156, 0.949, 0.949, 0.94932, 0.949, 0.94874, 0.94962, 0.94944, 0.94976, 0.949, 0.94838, 0.94882, 0.94908, 0.94902]"
320 "[0.95046, 0.94864, 0.95002, 0.95002, 0.94986, 0.94698, 0.9498, 0.95048, 0.95086, 0.9512, 0.94992, 0.95058, 0.94992, 0.95142, 0.95034, 0.9494, 0.95046, 0.94994, 0.95034, 0.95144, 0.95044, 0.95106, 0.94908, 0.95038, 0.95074, 0.94852, 0.94988, 0.94958, 0.9503, 0.9498, 0.95024, 0.95058, 0.95022, 0.95042, 0.94982, 0.951, 0.95004, 0.94912, 0.94948, 0.95112]"
640 "[0.9521, 0.95178, 0.95226, 0.95238, 0.95218, 0.95214, 0.9523, 0.95236, 0.95238, 0.95242, 0.95204, 0.95188, 0.95154, 0.95218, 0.95154, 0.95214, 0.95226, 0.95226, 0.94936, 0.95186, 0.9519, 0.95258, 0.95214, 0.95168, 0.95248, 0.95222, 0.95188, 0.95188, 0.95262, 0.9521, 0.95232, 0.95242, 0.95182, 0.95218, 0.95264, 0.95224, 0.95186, 0.95196, 0.95218, 0.95238]"
1280 "[0.95224, 0.95194, 0.9524, 0.95, 0.95188, 0.95218, 0.9528, 0.95236, 0.95262, 0.95254, 0.95248, 0.9524, 0.9521, 0.95212, 0.9526, 0.95204, 0.95184, 0.9516, 0.95282, 0.9525, 0.9527, 0.95244, 0.9525, 0.95222, 0.95254, 0.95184, 0.95224, 0.95272, 0.95228, 0.95218, 0.95204, 0.95236, 0.9523, 0.9528, 0.95238, 0.95256, 0.95248, 0.95248, 0.95216, 0.95278]"
2560 "[0.953, 0.95294, 0.95236, 0.95224, 0.9527, 0.95274, 0.95316, 0.95268, 0.95294, 0.95282, 0.95298, 0.95278, 0.95244, 0.95254, 0.9515, 0.95282, 0.95292, 0.95262, 0.95288, 0.9529, 0.95234, 0.95282, 0.952, 0.9527, 0.95292, 0.95296, 0.95278, 0.95236, 0.95242, 0.95308, 0.95318, 0.95264, 0.95274, 0.95324, 0.95302, 0.95274, 0.95284, 0.95258, 0.95146, 0.9525]"
5120 "[0.95242, 0.9534, 0.95366, 0.95412, 0.95374, 0.95266, 0.95392, 0.95394, 0.9533, 0.95334, 0.95334, 0.9531, 0.95348, 0.95384, 0.95386, 0.9539, 0.9535, 0.95308, 0.954, 0.95374, 0.9537, 0.95324, 0.95368, 0.9539, 0.95294, 0.95312, 0.95384, 0.95344, 0.95408, 0.9541, 0.95374, 0.95366, 0.9535, 0.953, 0.95414, 0.95414, 0.95354, 0.95318, 0.9537, 0.95396]"
10240 "[0.95372, 0.95404, 0.9542, 0.95442, 0.95372, 0.95418, 0.95318, 0.954, 0.95404, 0.95368, 0.9535, 0.95366, 0.95424, 0.9543, 0.9537, 0.95396, 0.9509, 0.95384, 0.95394, 0.95378, 0.95454, 0.9541, 0.95412, 0.95428, 0.9542, 0.95374, 0.95378, 0.9526, 0.95406, 0.954, 0.95404, 0.95346, 0.95416, 0.95364, 0.95396, 0.9538, 0.95248, 0.95424, 0.95398, 0.95304]"
20480 "[0.95464, 0.9543, 0.95456, 0.95522, 0.9542, 0.95364, 0.95476, 0.95508, 0.95432, 0.95478, 0.95398, 0.9542, 0.95458, 0.95508, 0.95442, 0.95466, 0.95472, 0.9545, 0.9543, 0.95452, 0.95454, 0.9546, 0.95414, 0.95422, 0.95514, 0.95456, 0.95494, 0.9549, 0.95458, 0.95472, 0.95486, 0.95472, 0.95404, 0.95408, 0.95474, 0.95388, 0.95478, 0.9551, 0.9546, 0.95426]"
