 Linear2
10 [0.4512]
20 [0.6895]
40 [0.8212]
80 [0.9536]
160 [0.9697]
320 [0.9749]
640 [0.9767]
1280 [0.9757]
2560 [0.9778]
5120 [0.9796]
10240 [0.9785]
20480 [0.9788]
